insect5.jpg
184601392, 0, 531
184611272, 7, 532
184621152, 123, 531
184632072, 234, 531
184642992, 372, 532
184601392, 0, 531
184611272, 7, 532
184621152, 123, 531
184632072, 234, 531
184642992, 372, 532
6801388, 202, 515
6803304, 203, 515
6805228, 204, 515
6807140, 211, 516
6816304, 193, 515
6826184, 169, 515
6836064, 145, 516
6845944, 115, 514
6855824, 119, 515
6865704, 100, 514
6875584, 79, 514
6884944, 60, 515
6894304, 68, 514
6903664, 85, 515
6913032, 99, 514
6922384, 138, 514
6932264, 157, 513
6942144, 183, 513
6952024, 210, 514
6961904, 245, 513
6971784, 274, 514
6981664, 313, 513
6991544, 338, 513
7001424, 354, 513
7011304, 400, 513
7021184, 447, 514
7031064, 453, 512
7040944, 480, 513
7050824, 461, 513
7060704, 423, 512
7070584, 432, 513
7080464, 452, 512
7090344, 446, 512
7100224, 440, 512
7110104, 470, 512
7119984, 535, 512
7129864, 489, 511
7139744, 325, 512
7149624, 313, 511
7159504, 407, 511
7169384, 394, 512
7179272, 349, 511
7189144, 290, 511
7199024, 167, 510
7208904, 125, 510
7218784, 152, 511
7228664, 185, 510
7238544, 222, 510
7248424, 243, 509
7258304, 277, 509
7268184, 276, 510
7278064, 305, 509
7287944, 343, 510
7297824, 334, 509
7307704, 393, 509
7317584, 441, 509
7327464, 468, 509
7337344, 528, 509
7347224, 657, 508
7357104, 664, 508
7366984, 664, 508
7376864, 665, 508
7386744, 665, 509
7396624, 665, 508
7406504, 663, 508
7416384, 500, 507
7426264, 151, 507
7436144, 99, 508
7445512, 97, 507
7454864, 77, 508
7464224, 49, 506
7473584, 82, 507
7482944, 116, 506
7492824, 135, 506
7502704, 160, 507
7512584, 183, 506
7522464, 150, 507
7532344, 155, 506
7542224, 120, 506
7552104, 133, 506
7561984, 245, 505
7571864, 321, 506
7581744, 329, 505
7591624, 328, 505
7601504, 326, 506
7611388, 283, 505
7621264, 220, 506
7631144, 175, 505
7641024, 179, 505
7650904, 160, 505
7660784, 154, 504
7670664, 150, 505
7680544, 153, 504
7690424, 144, 505
7700304, 129, 504
7710184, 174, 504
7720064, 210, 505
7729944, 229, 504
7739824, 263, 504
7749704, 245, 504
7759584, 241, 504
7769464, 256, 504
7779348, 283, 503
7789224, 334, 504
